date,home_team,away_team,home_score,away_score,tournament,country,neutral
2018-03-27,Namibia,Lesotho,2,1,Friendly,Namibia,False
2018-03-27,United States,Paraguay,1,0,Friendly,United States,False
2018-03-27,Croatia,Mexico,1,0,Friendly,United States,True
2018-03-27,Switzerland,Panama,6,0,Friendly,Switzerland,False
2018-03-27,Spain,Argentina,6,1,Friendly,Spain,False
2018-03-27,Denmark,Chile,0,0,Friendly,Denmark,False
2018-03-27,Germany,Brazil,0,1,Friendly,Germany,False
2018-03-27,Peru,Iceland,3,1,Friendly,United States,True
2018-03-27,Hungary,Scotland,0,1,Friendly,Hungary,False
2018-03-27,England,Italy,1,1,Friendly,England,False
2018-03-27,Luxembourg,Austria,0,4,Friendly,Luxembourg,False
2018-03-27,Russia,France,1,3,Friendly,Russia,False
2018-03-27,Romania,Sweden,1,0,Friendly,Romania,False
2018-03-27,Georgia,Estonia,2,0,Friendly,Georgia,False
2018-03-27,Armenia,Lithuania,0,1,Friendly,Armenia,False
2018-03-27,Montenegro,Turkey,2,2,Friendly,Montenegro,False
2018-03-27,Slovenia,Belarus,0,2,Friendly,Slovenia,False
2018-03-27,Azerbaijan,Macedonia,1,1,Friendly,Turkey,True
2018-04-01,Malaysia,Bhutan,7,0,Friendly,Malaysia,False
2018-04-01,Antigua and Barbuda,Dominica,0,0,Friendly,Antigua and Barbuda,False
2018-04-17,Trinidad and Tobago,Panama,0,1,Friendly,Trinidad and Tobago,False
2018-04-18,Zimbabwe,Botswana,0,1,Friendly,Zimbabwe,False
2018-04-19,Eswatini,Namibia,1,0,Friendly,Eswatini,False
2018-04-26,Saint Kitts and Nevis,Jamaica,1,3,Friendly,Saint Kitts and Nevis,False
2018-04-29,Antigua and Barbuda,Jamaica,0,2,Friendly,Antigua and Barbuda,False
2018-04-29,Saint Barthelemy,Saint Martin,3,1,Friendly,Saint Barthelemy,False
2018-05-08,Iraq,Palestine,0,0,Friendly,Iraq,False
2018-05-09,Saudi Arabia,Algeria,2,0,Friendly,Spain,True
2018-05-11,Kuwait,Palestine,2,0,Friendly,Kuwait,False
2018-05-15,Saudi Arabia,Greece,2,0,Friendly,Spain,True
2018-05-19,Iran,Uzbekistan,1,0,Friendly,Iran,False
2018-05-20,Jordan,Cyprus,3,0,Friendly,Jordan,False
2018-05-25,Kuwait,Egypt,1,1,Friendly,Kuwait,False
2018-05-25,Kenya,Eswatini,0,1,Friendly,Kenya,False
2018-05-26,China,Myanmar,1,0,Friendly,China,False
2018-05-26,Saint Barthelemy,Sint Maarten,5,3,Friendly,Saint Barthelemy,False
2018-05-27,Madagascar,Mozambique,2,1,COSAFA Cup,South Africa,True
2018-05-27,Burkina Faso,Cameroon,1,0,Friendly,France,True
2018-05-27,Niger,Central African Republic,3,3,Friendly tournament,Niger,False
2018-05-27,Comoros,Seychelles,1,1,COSAFA Cup,South Africa,True
2018-05-28,Turkey,Iran,2,1,Friendly,Turkey,False
2018-05-28,South Korea,Honduras,2,0,Friendly,South Korea,False
2018-05-28,Italy,Saudi Arabia,2,1,Friendly,Switzerland,True
2018-05-28,Kenya,Equatorial Guinea,1,0,Friendly,Kenya,False
2018-05-28,Mauritius,Malawi,1,0,COSAFA Cup,South Africa,True
2018-05-28,Nigeria,DR Congo,1,1,Friendly,Nigeria,False
2018-05-28,Portugal,Tunisia,2,2,Friendly,Portugal,False
2018-05-28,Botswana,Angola,2,1,COSAFA Cup,South Africa,True
2018-05-28,United States,Bolivia,3,0,Friendly,United States,False
2018-05-28,Mexico,Wales,0,0,Friendly,United States,True
2018-05-28,France,Ireland,2,0,Friendly,France,False
2018-05-28,Bosnia and Herzegovina,Montenegro,0,0,Friendly,Bosnia and Herzegovina,False
2018-05-29,Azerbaijan,Kyrgyzstan,3,0,Friendly,Azerbaijan,False
2018-05-29,Madagascar,Seychelles,1,1,COSAFA Cup,South Africa,True
2018-05-29,Mozambique,Comoros,3,0,COSAFA Cup,South Africa,True
2018-05-29,Argentina,Haiti,4,0,Friendly,Argentina,False
2018-05-29,Panama,Northern Ireland,0,0,Friendly,Panama,False
2018-05-29,Peru,Scotland,2,0,Friendly,Peru,False
2018-05-29,Kosovo,Albania,3,0,Friendly,Switzerland,True
2018-05-29,Armenia,Malta,1,1,Friendly,Austria,True
2018-05-30,Japan,Ghana,0,2,Friendly,Japan,False
2018-05-30,Central African Republic,Uganda,1,0,Friendly tournament,Niger,True
2018-05-30,Angola,Mauritius,1,0,COSAFA Cup,South Africa,True
2018-05-30,Botswana,Malawi,1,1,COSAFA Cup,South Africa,True
2018-05-30,Austria,Russia,1,0,Friendly,Austria,False
2018-05-30,Estonia,Lithuania,2,0,Baltic Cup,Estonia,False
2018-05-31,Madagascar,Comoros,1,0,COSAFA Cup,South Africa,True
2018-05-31,Morocco,Ukraine,0,0,Friendly,Switzerland,True
2018-05-31,Luxembourg,Senegal,0,0,Friendly,Luxembourg,False
2018-05-31,Mozambique,Seychelles,2,1,COSAFA Cup,South Africa,True
2018-05-31,Romania,Chile,3,2,Friendly,Austria,True
2018-05-31,Slovakia,Netherlands,1,1,Friendly,Slovakia,False
2018-06-01,Australia,Czechia,4,0,Friendly,Austria,True
2018-06-01,India,Taiwan,5,0,Friendly tournament,India,False
2018-06-01,South Korea,Bosnia and Herzegovina,1,3,Friendly,South Korea,False
2018-06-01,Colombia,Egypt,0,0,Friendly,Italy,True
2018-06-01,Botswana,Mauritius,6,0,COSAFA Cup,South Africa,True
2018-06-01,Tunisia,Turkey,2,2,Friendly,Switzerland,True
2018-06-01,Angola,Malawi,0,0,COSAFA Cup,South Africa,True
2018-06-01,Algeria,Cape Verde,2,3,Friendly,Algeria,False
2018-06-01,France,Italy,3,1,Friendly,France,False
2018-06-01,Georgia,Malta,1,0,Friendly,Austria,True
2018-06-02,Thailand,China,0,2,Friendly,Thailand,False
2018-06-02,Kenya,New Zealand,2,1,Friendly tournament,India,True
2018-06-02,Niger,Uganda,2,1,Friendly tournament,Niger,False
2018-06-02,Namibia,Zambia,0,0,COSAFA Cup,South Africa,True
2018-06-02,England,Nigeria,2,1,Friendly,England,False
2018-06-02,Lesotho,Eswatini,1,0,COSAFA Cup,South Africa,True
2018-06-02,Ireland,United States,2,1,Friendly,Ireland,False
2018-06-02,El Salvador,Honduras,1,0,Friendly,United States,True
2018-06-02,Mexico,Scotland,1,0,Friendly,Mexico,False
2018-06-02,Austria,Germany,2,1,Friendly,Austria,False
2018-06-02,Belgium,Portugal,0,0,Friendly,Belgium,False
2018-06-02,Sweden,Denmark,0,0,Friendly,Sweden,False
2018-06-02,Iceland,Norway,2,3,Friendly,Iceland,False
2018-06-02,Latvia,Estonia,1,0,Baltic Cup,Latvia,False
2018-06-02,Montenegro,Slovenia,0,2,Friendly,Montenegro,False
2018-06-03,Peru,Saudi Arabia,3,0,Friendly,Switzerland,True
2018-06-03,South Africa,Madagascar,0,0,COSAFA Cup,South Africa,False
2018-06-03,Botswana,Zimbabwe,1,1,COSAFA Cup,South Africa,True
2018-06-03,Andorra,Cape Verde,0,0,Friendly,Portugal,True
2018-06-03,Costa Rica,Northern Ireland,3,0,Friendly,Costa Rica,False
2018-06-03,Barbados,Belize,0,0,Friendly,Barbados,False
2018-06-03,Brazil,Croatia,2,0,Friendly,England,True
2018-06-03,Spain,Switzerland,1,1,Friendly,Spain,False
2018-06-03,Ukraine,Albania,4,1,Friendly,France,True
2018-06-04,India,Kenya,3,0,Friendly tournament,India,False
2018-06-04,Morocco,Slovakia,2,1,Friendly,Switzerland,True
2018-06-04,Chile,Serbia,1,0,Friendly,Austria,True
2018-06-04,Italy,Netherlands,1,1,Friendly,Italy,False
2018-06-04,Armenia,Moldova,0,0,Friendly,Austria,True
2018-06-05,New Zealand,Taiwan,1,0,Friendly tournament,India,True
2018-06-05,South Africa,Namibia,4,1,COSAFA Cup,South Africa,False
2018-06-05,Botswana,Eswatini,2,0,COSAFA Cup,South Africa,True
2018-06-05,Martinique,French Guiana,3,0,Friendly tournament,Martinique,False
2018-06-05,Romania,Finland,2,0,Friendly,Romania,False
2018-06-05,Luxembourg,Georgia,1,0,Friendly,Luxembourg,False
2018-06-05,Russia,Turkey,1,1,Friendly,Russia,False
2018-06-05,Lithuania,Latvia,1,1,Baltic Cup,Lithuania,False
2018-06-05,Kazakhstan,Azerbaijan,3,0,Friendly,Kazakhstan,False
2018-06-06,Belgium,Egypt,3,0,Friendly,Belgium,False
2018-06-06,Lesotho,Zimbabwe,0,0,COSAFA Cup,South Africa,True
2018-06-06,Zambia,Madagascar,1,0,COSAFA Cup,South Africa,True
2018-06-06,Czechia,Nigeria,1,0,Friendly,Austria,True
2018-06-06,Norway,Panama,1,0,Friendly,Norway,False
2018-06-06,Belarus,Hungary,1,1,Friendly,Belarus,False
2018-06-07,India,New Zealand,1,2,Friendly tournament,India,False
2018-06-07,Bolivia,South Korea,0,0,Friendly,Austria,True
2018-06-07,Uruguay,Uzbekistan,3,0,Friendly,Uruguay,False
2018-06-07,Iceland,Ghana,2,2,Friendly,Iceland,False
2018-06-07,Portugal,Algeria,3,0,Friendly,Portugal,False
2018-06-07,England,Costa Rica,2,0,Friendly,England,False
2018-06-07,French Guiana,Guadeloupe,2,0,Friendly tournament,Martinique,True
2018-06-08,Switzerland,Japan,2,0,Friendly,Switzerland,False
2018-06-08,Iran,Lithuania,1,0,Friendly,Russia,True
2018-06-08,Kenya,Taiwan,4,0,Friendly tournament,India,True
2018-06-08,Germany,Saudi Arabia,2,1,Friendly,Germany,False
2018-06-08,South Africa,Botswana,3,0,COSAFA Cup,South Africa,False
2018-06-08,Lesotho,Madagascar,1,0,COSAFA Cup,South Africa,True
2018-06-08,Croatia,Senegal,2,1,Friendly,Croatia,False
2018-06-08,Poland,Chile,2,2,Friendly,Poland,False
2018-06-09,Hungary,Australia,1,2,Friendly,Hungary,False
2018-06-09,Zimbabwe,Zambia,4,2,COSAFA Cup,South Africa,True
2018-06-09,Spain,Tunisia,1,0,Friendly,Russia,True
2018-06-09,Estonia,Morocco,1,3,Friendly,Estonia,False
2018-06-09,France,United States,1,1,Friendly,France,False
2018-06-09,Denmark,Mexico,2,0,Friendly,Denmark,False
2018-06-09,Serbia,Bolivia,5,1,Friendly,Austria,True
2018-06-09,Sweden,Peru,0,0,Friendly,Sweden,False
2018-06-09,Tuvalu,Chagos Islands,6,1,Friendly,England,True
2018-06-09,Finland,Belarus,2,0,Friendly,Finland,False
2018-06-09,Latvia,Azerbaijan,1,3,Friendly,Latvia,False
2018-06-10,India,Kenya,2,0,Friendly tournament,India,False
2018-06-10,Austria,Brazil,0,3,Friendly,Austria,False
2018-06-11,Senegal,South Korea,2,0,Friendly,Austria,True
2018-06-11,Belgium,Costa Rica,4,1,Friendly,Belgium,False
2018-06-12,Japan,Paraguay,4,2,Friendly,Austria,True
2018-06-12,Poland,Lithuania,4,0,Friendly,Poland,False
2018-06-14,Russia,Saudi Arabia,5,0,World Cup,Russia,False
2018-06-15,Iran,Morocco,1,0,World Cup,Russia,True
2018-06-15,Uruguay,Egypt,1,0,World Cup,Russia,True
2018-06-15,Portugal,Spain,3,3,World Cup,Russia,True
2018-06-16,France,Australia,2,1,World Cup,Russia,True
2018-06-16,Croatia,Nigeria,2,0,World Cup,Russia,True
2018-06-16,Argentina,Iceland,1,1,World Cup,Russia,True
2018-06-16,Denmark,Peru,1,0,World Cup,Russia,True
2018-06-17,Serbia,Costa Rica,1,0,World Cup,Russia,True
2018-06-17,Mexico,Germany,1,0,World Cup,Russia,True
2018-06-17,Brazil,Switzerland,1,1,World Cup,Russia,True
2018-06-18,Sweden,South Korea,1,0,World Cup,Russia,True
2018-06-18,England,Tunisia,2,1,World Cup,Russia,True
2018-06-18,Belgium,Panama,3,0,World Cup,Russia,True
2018-06-19,Japan,Colombia,2,1,World Cup,Russia,True
2018-06-19,Russia,Egypt,3,1,World Cup,Russia,False
2018-06-19,Senegal,Poland,2,1,World Cup,Russia,True
2018-06-20,Spain,Iran,1,0,World Cup,Russia,True
2018-06-20,Uruguay,Saudi Arabia,1,0,World Cup,Russia,True
2018-06-20,Portugal,Morocco,1,0,World Cup,Russia,True
2018-06-21,Australia,Denmark,1,1,World Cup,Russia,True
2018-06-21,Croatia,Argentina,3,0,World Cup,Russia,True
2018-06-21,France,Peru,1,0,World Cup,Russia,True
2018-06-22,Nigeria,Iceland,2,0,World Cup,Russia,True
2018-06-22,Brazil,Costa Rica,2,0,World Cup,Russia,True
2018-06-22,Switzerland,Serbia,2,1,World Cup,Russia,True
2018-06-23,Mexico,South Korea,2,1,World Cup,Russia,True
2018-06-23,Belgium,Tunisia,5,2,World Cup,Russia,True
2018-06-23,Germany,Sweden,2,1,World Cup,Russia,True
2018-06-24,Japan,Senegal,2,2,World Cup,Russia,True
2018-06-24,England,Panama,6,1,World Cup,Russia,True
2018-06-24,Colombia,Poland,3,0,World Cup,Russia,True
2018-06-25,Portugal,Iran,1,1,World Cup,Russia,True
2018-06-25,Saudi Arabia,Egypt,2,1,World Cup,Russia,True
2018-06-25,Morocco,Spain,2,2,World Cup,Russia,True
2018-06-25,Russia,Uruguay,0,3,World Cup,Russia,False
2018-06-26,Peru,Australia,2,0,World Cup,Russia,True
2018-06-26,Argentina,Nigeria,2,1,World Cup,Russia,True
2018-06-26,Denmark,France,0,0,World Cup,Russia,True
2018-06-26,Croatia,Iceland,2,1,World Cup,Russia,True
2018-06-27,South Korea,Germany,2,0,World Cup,Russia,True
2018-06-27,Costa Rica,Switzerland,2,2,World Cup,Russia,True
2018-06-27,Sweden,Mexico,3,0,World Cup,Russia,True
2018-06-27,Brazil,Serbia,2,0,World Cup,Russia,True
2018-06-28,Poland,Japan,1,0,World Cup,Russia,True
2018-06-28,Tunisia,Panama,2,1,World Cup,Russia,True
2018-06-28,Colombia,Senegal,1,0,World Cup,Russia,True
2018-06-28,Belgium,England,1,0,World Cup,Russia,True
2018-06-30,Uruguay,Portugal,2,1,World Cup,Russia,True
2018-06-30,France,Argentina,4,3,World Cup,Russia,True
2018-07-01,Russia,Spain,1,1,World Cup,Russia,False
2018-07-01,Croatia,Denmark,1,1,World Cup,Russia,True
2018-07-02,Belgium,Japan,3,2,World Cup,Russia,True
2018-07-02,Brazil,Mexico,2,0,World Cup,Russia,True
2018-07-03,Colombia,England,1,1,World Cup,Russia,True
2018-07-03,Sweden,Switzerland,1,0,World Cup,Russia,True
2018-07-05,Malaysia,Fiji,1,0,Friendly,Malaysia,False
2018-07-06,France,Uruguay,2,0,World Cup,Russia,True
2018-07-06,Belgium,Brazil,2,1,World Cup,Russia,True
2018-07-07,England,Sweden,2,0,World Cup,Russia,True
2018-07-07,Russia,Croatia,2,2,World Cup,Russia,False
2018-07-10,France,Belgium,1,0,World Cup,Russia,True
2018-07-11,Croatia,England,2,1,World Cup,Russia,True
2018-07-14,Belgium,England,2,0,World Cup,Russia,True
2018-07-15,France,Croatia,4,2,World Cup,Russia,True
2018-07-22,Liberia,Sierra Leone,0,0,Friendly,Liberia,False
2018-07-25,Sint Maarten,British Virgin Islands,2,3,Friendly,Sint Maarten,False
2018-07-27,Saint Barthelemy,Anguilla,1,2,Friendly,Saint Barthelemy,False
2018-07-27,British Virgin Islands,Saint Martin,0,0,Friendly,Saint Barthelemy,True
2018-07-28,Saint Martin,Anguilla,5,1,Friendly,Saint Barthelemy,True
2018-07-28,Saint Barthelemy,British Virgin Islands,3,4,Friendly,Saint Barthelemy,False
2018-08-04,Palestine,Iraq,0,3,Friendly,Palestine,False
2018-08-04,Belize,Barbados,1,0,Friendly,Belize,False
2018-08-11,Guadeloupe,Dominica,0,0,Friendly,Guadeloupe,False
2018-08-15,Guatemala,Cuba,3,0,Friendly,Guatemala,False
2018-08-17,Grenada,Jamaica,1,5,Friendly,Grenada,False
2018-08-18,Andorra,United Arab Emirates,0,0,Friendly,Austria,True
2018-08-18,Guatemala,Cuba,1,0,Friendly,Guatemala,False
2018-08-18,French Guiana,Suriname,0,4,Friendly,French Guiana,False
2018-08-19,Afghanistan,Palestine,0,0,Friendly,Afghanistan,False
2018-08-20,Barbados,Jamaica,2,2,Friendly,Barbados,False
2018-08-22,Sint Maarten,Anguilla,1,1,Friendly,Sint Maarten,False
2018-08-26,Lesotho,Eswatini,1,0,Friendly,Lesotho,False
2018-08-26,Barbados,Cuba,0,0,Friendly,Barbados,False
2018-08-26,Anguilla,Saint Martin,1,2,Friendly,Anguilla,False
2018-08-27,Lesotho,Eswatini,2,0,Friendly,Lesotho,False
2018-08-29,Macao,Solomon Islands,1,4,Friendly,Macao,False
2018-08-29,Bangladesh,Sri Lanka,0,1,Friendly,Bangladesh,False
2018-08-29,Barbados,Cuba,0,2,Friendly,Barbados,False
2018-09-01,East Timor,Brunei,3,1,Southeast Asian Champ qual,Malaysia,True
2018-09-02,Mongolia,Macao,4,1,East Asian Championship qual,Mongolia,False
2018-09-02,Guam,Northern Mariana Islands,4,0,East Asian Championship qual,Mongolia,True
2018-09-02,Ethiopia,Burundi,1,1,Friendly,Ethiopia,False
2018-09-04,Mongolia,Northern Mariana Islands,9,0,East Asian Championship qual,Mongolia,False
2018-09-04,Macao,Guam,2,0,East Asian Championship qual,Mongolia,True
2018-09-04,Pakistan,Nepal,2,1,South Asian Championship,Bangladesh,True
2018-09-04,Bangladesh,Bhutan,2,0,South Asian Championship,Bangladesh,False
2018-09-05,India,Sri Lanka,2,0,South Asian Championship,Bangladesh,True
2018-09-05,Fiji,Solomon Islands,1,1,Friendly,Fiji,False
2018-09-05,Slovakia,Denmark,3,0,Friendly,Slovakia,False
2018-09-06,Bahrain,Philippines,1,1,Friendly,Bahrain,False
2018-09-06,Jordan,Lebanon,0,1,Friendly,Jordan,False
2018-09-06,Mongolia,Guam,1,1,East Asian Championship qual,Mongolia,False
2018-09-06,Macao,Northern Mariana Islands,1,1,East Asian Championship qual,Mongolia,True
2018-09-06,Uzbekistan,Syria,1,1,Friendly,Uzbekistan,False
2018-09-06,Bangladesh,Pakistan,1,0,South Asian Championship,Bangladesh,False
2018-09-06,Kyrgyzstan,Palestine,1,1,Friendly,Kyrgyzstan,False
2018-09-06,Trinidad and Tobago,United Arab Emirates,2,0,Friendly,Spain,True
2018-09-06,Nepal,Bhutan,4,0,South Asian Championship,Bangladesh,True
2018-09-06,Guyana,Barbados,2,2,CONCACAF Nations League q,Guyana,False
2018-09-06,Dominica,Suriname,0,0,CONCACAF Nations League q,Guadeloupe,True
2018-09-06,Netherlands,Peru,2,1,Friendly,Netherlands,False
2018-09-06,Wales,Ireland,4,1,European Nations League B,Wales,False
2018-09-06,Austria,Sweden,2,0,Friendly,Austria,False
2018-09-06,Germany,France,0,0,European Nations League A,Germany,False
2018-09-06,Norway,Cyprus,2,0,European Nations League C,Norway,False
2018-09-06,Portugal,Croatia,1,1,Friendly,Portugal,False
2018-09-06,Latvia,Andorra,0,0,European Nations League D,Latvia,False
2018-09-06,Slovenia,Bulgaria,1,2,European Nations League C,Slovenia,False
2018-09-06,Czechia,Ukraine,1,2,European Nations League B,Czechia,False
2018-09-06,Armenia,Liechtenstein,2,1,European Nations League D,Armenia,False
2018-09-06,Kazakhstan,Georgia,0,2,European Nations League D,Kazakhstan,False
2018-09-06,Gibraltar,Macedonia,0,2,European Nations League D,Gibraltar,False
2018-09-07,Qatar,China,1,0,Friendly,Qatar,False
2018-09-07,South Korea,Costa Rica,2,0,Friendly,South Korea,False
2018-09-07,Taiwan,Malaysia,2,0,Friendly,Taiwan,False
2018-09-07,Maldives,Sri Lanka,0,0,South Asian Championship,Bangladesh,True
2018-09-07,Singapore,Mauritius,1,1,Friendly,Singapore,False
2018-09-07,United States,Brazil,0,2,Friendly,United States,False
2018-09-07,Argentina,Guatemala,3,0,Friendly,United States,True
2018-09-07,Uruguay,Mexico,4,1,Friendly,United States,True
2018-09-07,Ecuador,Jamaica,2,0,Friendly,United States,True
2018-09-07,Anguilla,French Guiana,0,5,CONCACAF Nations League q,Anguilla,False
2018-09-07,Antigua and Barbuda,Saint Lucia,0,3,CONCACAF Nations League q,Antigua and Barbuda,False
2018-09-07,Belize,Bahamas,4,0,CONCACAF Nations League q,Belize,False
2018-09-07,Colombia,Venezuela,2,1,Friendly,United States,True
2018-09-07,Scotland,Belgium,0,4,Friendly,Scotland,False
2018-09-07,Italy,Poland,1,1,European Nations League A,Italy,False
2018-09-07,Turkey,Russia,1,2,European Nations League B,Turkey,False
2018-09-07,Romania,Montenegro,0,0,European Nations League C,Romania,False
2018-09-07,Lithuania,Serbia,0,1,European Nations League C,Lithuania,False
2018-09-07,Albania,Israel,1,0,European Nations League C,Albania,False
2018-09-07,Faroe Islands,Malta,3,1,European Nations League D,Faroe Islands,False
2018-09-07,Azerbaijan,Kosovo,0,0,European Nations League D,Azerbaijan,False
2018-09-08,Pakistan,Bhutan,3,0,South Asian Championship,Bangladesh,True
2018-09-08,Brunei,East Timor,1,0,Southeast Asian Champ qual,Brunei,False
2018-09-08,Bangladesh,Nepal,0,2,South Asian Championship,Bangladesh,False
2018-09-08,Egypt,Niger,6,0,African Nations Cup qualifier,Egypt,False
2018-09-08,South Africa,Libya,0,0,African Nations Cup qualifier,South Africa,False
2018-09-08,Kenya,Ghana,1,0,African Nations Cup qualifier,Kenya,False
2018-09-08,Uganda,Tanzania,0,0,African Nations Cup qualifier,Uganda,False
2018-09-08,Namibia,Zambia,1,1,African Nations Cup qualifier,Namibia,False
2018-09-08,Seychelles,Nigeria,0,3,African Nations Cup qualifier,Seychelles,False
2018-09-08,Gambia,Algeria,1,1,African Nations Cup qualifier,The Gambia,True
2018-09-08,Mozambique,Guinea-Bissau,2,2,African Nations Cup qualifier,Mozambique,False
2018-09-08,Gabon,Burundi,1,1,African Nations Cup qualifier,Gabon,False
2018-09-08,Equatorial Guinea,Sudan,1,0,African Nations Cup qualifier,Equatorial Guinea,False
2018-09-08,Morocco,Malawi,3,0,African Nations Cup qualifier,Morocco,False
2018-09-08,Comoros,Cameroon,1,1,African Nations Cup qualifier,Comoros,False
2018-09-08,Mauritania,Burkina Faso,2,0,African Nations Cup qualifier,Mauritania,False
2018-09-08,Montserrat,El Salvador,1,2,CONCACAF Nations League q,Montserrat,False
2018-09-08,St Vincent & Grenadines,Nicaragua,0,2,CONCACAF Nations League q,St Vincent & Grenadines,False
2018-09-08,Cuba,Turks and Caicos Islands,11,0,CONCACAF Nations League q,Cuba,False
2018-09-08,England,Spain,1,2,European Nations League A,England,False
2018-09-08,Northern Ireland,Bosnia and Herzegovina,1,2,European Nations League B,Northern Ireland,False
2018-09-08,Finland,Hungary,1,0,European Nations League C,Finland,False
2018-09-08,Switzerland,Iceland,6,0,European Nations League A,Switzerland,False
2018-09-08,Luxembourg,Moldova,4,0,European Nations League D,Luxembourg,False
2018-09-08,Estonia,Greece,0,1,European Nations League C,Estonia,False
2018-09-08,Belarus,San Marino,5,0,European Nations League D,Belarus,False
2018-09-09,India,Maldives,2,0,South Asian Championship,Bangladesh,True
2018-09-09,Lebanon,Oman,0,0,Friendly,Jordan,True
2018-09-09,Congo,Zimbabwe,1,1,African Nations Cup qualifier,Congo,False
2018-09-09,Madagascar,Senegal,2,2,African Nations Cup qualifier,Madagascar,False
2018-09-09,Ethiopia,Sierra Leone,1,0,African Nations Cup qualifier,Ethiopia,False
2018-09-09,Liberia,DR Congo,1,1,African Nations Cup qualifier,Liberia,False
2018-09-09,Togo,Benin,0,0,African Nations Cup qualifier,Togo,False
2018-09-09,Eswatini,Tunisia,0,2,African Nations Cup qualifier,Eswatini,False
2018-09-09,Lesotho,Cape Verde,1,1,African Nations Cup qualifier,Lesotho,False
2018-09-09,Guinea,Central African Republic,1,0,African Nations Cup qualifier,Guinea,False
2018-09-09,South Sudan,Mali,0,3,African Nations Cup qualifier,South Sudan,False
2018-09-09,Rwanda,Ivory Coast,1,2,African Nations Cup qualifier,Rwanda,False
2018-09-09,Angola,Botswana,1,0,African Nations Cup qualifier,Angola,False
2018-09-09,Canada,US Virgin Islands,8,0,CONCACAF Nations League q,United States,True
2018-09-09,Aruba,Bermuda,3,1,CONCACAF Nations League q,Curaçao,True
2018-09-09,Jamaica,Cayman Islands,4,0,CONCACAF Nations League q,Jamaica,False
2018-09-09,Saint Kitts and Nevis,Puerto Rico,1,0,CONCACAF Nations League q,Saint Kitts and Nevis,False
2018-09-09,Dominican Republic,Bonaire,5,0,CONCACAF Nations League q,Curaçao,True
2018-09-09,Germany,Peru,2,1,Friendly,Germany,False
2018-09-09,Denmark,Wales,2,0,European Nations League B,Denmark,False
2018-09-09,France,Netherlands,2,1,European Nations League A,France,False
2018-09-09,Bulgaria,Norway,1,0,European Nations League C,Bulgaria,False
2018-09-09,Georgia,Latvia,1,0,European Nations League D,Georgia,False
2018-09-09,Ukraine,Slovakia,1,0,European Nations League B,Ukraine,False
